"country","region","country_no","excelsource","type_data","excelsheet","country_code","name_label","death_occurrence_date","death_publication_date","cum_death_total_occ_date"
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-29,2020-06-30,7909
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-28,2020-06-30,7811
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-27,2020-06-30,7696
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-26,2020-06-30,7569
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-25,2020-06-30,7393
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-24,2020-06-30,7238
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-23,2020-06-30,7091
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-22,2020-06-30,6916
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-21,2020-06-30,6724
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-20,2020-06-30,6522
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-19,2020-06-30,6323
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-18,2020-06-30,6111
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-17,2020-06-30,5902
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-16,2020-06-30,5698
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-15,2020-06-30,5446
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-14,2020-06-30,5171
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-13,2020-06-30,4896
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-12,2020-06-30,4616
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-11,2020-06-30,4273
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-10,2020-06-30,3985
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-09,2020-06-30,3667
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-08,2020-06-30,3396
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-07,2020-06-30,3079
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-06,2020-06-30,2776
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-05,2020-06-30,2503
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-04,2020-06-30,2270
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-03,2020-06-30,1997
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-02,2020-06-30,1766
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-04-01,2020-06-30,1556
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-31,2020-06-30,1307
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-30,2020-06-30,1120
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-29,2020-06-30,950
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-28,2020-06-30,811
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-27,2020-06-30,677
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-26,2020-06-30,553
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-25,2020-06-30,452
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-24,2020-06-30,355
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-23,2020-06-30,281
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-22,2020-06-30,204
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-21,2020-06-30,162
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-20,2020-06-30,123
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-19,2020-06-30,92
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-18,2020-06-30,64
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-17,2020-06-30,42
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-16,2020-06-30,30
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-15,2020-06-30,19
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-14,2020-06-30,13
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-13,2020-06-30,8
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-12,2020-06-30,5
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-11,2020-06-30,4
"Belgium","Europe",56,"Belgium_YYYY_MM_DD_Deaths_Covid-19.xlsx","Total","DailyTotal","BEL","Belgium (Sciensiano)",2020-03-10,2020-06-30,1
